金融機関コード,金融機関名,支店コード,支店名,科目,口座番号,口座名,取引日,入払区分,取引区分,取引金額,内他店券金額,手形・小切手区分,手形・小切手番号,振込依頼人番号,振込依頼人名,仕向金融機関名,仕向支店名,摘要,ＥＤＩ情報
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260815,1,11,334800,0, ,0,0,ﾊｳｼﾖﾝｸﾞﾙ-ﾌﾎｼ(ｶ                            ,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,ﾋｶﾞｼｵｵｻｶ       ,262ﾌﾘｺﾐ2            ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260815,1,11,64476,0, ,0,0,ｶ)ｷﾔﾋﾂﾄﾛﾜﾞ                               ,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,ｱｵﾔﾏﾄﾞｵﾘ       ,262ﾌﾘｺﾐ2            ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260815,1,11,9180,0, ,0,0,ｶ)ﾗｳﾝ                                         ,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,ｵﾓﾃｻﾝﾄﾞｳ       ,262ﾌﾘｺﾐ2            ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260815,1,11,118368,0, ,0,0,ｶ)ｷｳﾄｳｺｺｼ                                  ,ﾄﾐﾝ            ,ﾆﾎﾝﾊﾞｼ         ,261ﾌﾘｺﾐ1            ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260815,1,11,251376,0, ,0,0,ｶ)ｱｻｼﾞｼ ﾄｳｷﾖｳｼﾃﾝ                           ,ﾐﾂｲｽﾐﾄﾓ        ,ｼﾝﾊﾞｼ          ,261ﾌﾘｺﾐ1            ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,2138,0, ,0,0,                                                ,               ,               ,877BIZﾃｽｳﾘﾖｳ        ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,42315,0, ,0,4208400,9.22178E+12,               ,               ,703ｺｳｻﾞﾌﾘｶｴ3 TF)ﾄﾖﾀﾌ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,91464,0, ,0,4208400,9.00014E+19,               ,               ,703ｺｳｻﾞﾌﾘｶｴ3 TF)ﾄﾖﾀﾌ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,751000,0, ,0,8112300,5006032,               ,               ,703ｺｳｻﾞﾌﾘｶｴ3 ﾁﾕｳﾀｲｷﾖ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,1512,0, ,0,0,                                                ,               ,               ,896ﾀﾞｲﾃﾃｽｳﾘﾖｳ       ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,2160,0, ,0,0,ﾃﾞﾝｻｲﾃｽｳﾘﾖｳ                                     ,               ,               ,864ﾃｽｳﾘﾖｳ           ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,22977,0, ,0,0,EB ﾃｽｳﾘﾖｳ                                       ,               ,               ,864ﾃｽｳﾘﾖｳ           ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260818,2,14,60804,0, ,0,0,                                                ,               ,               ,897ﾌﾘｺﾐﾃｽｳﾘﾖｳ       ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260819,2,14,691,0, ,0,1301100,10089170020,               ,               ,329ｶﾞｽ ﾄｳｷﾖｳｶﾞｽ     ,                    
5,ﾐﾂﾋﾞｼﾄｳｷﾖｳUFJ  ,001,ﾆｼﾀﾞｲﾀﾞﾐｰ          ,2,8388612,ｶ)ﾌﾞﾂﾊﾟﾅｽ                                 ,260819,2,14,862,0, ,0,1301100,10525520085,               ,               ,329ｶﾞｽ ﾄｳｷﾖｳｶﾞｽ     ,                    
